scorer,,,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra
labeled-data,1757487536,img119.png,590.9273814720059,132.68519457377735,583.3220706008914,116.25772309216998,575.4125472949322,78.23116873659737,595.3147990048046,112.03708850418539,568.5763299507169,115.5934366049754,605.0618271328958,142.85877204436537,581.6162729869469,141.54160608110982,606.774142885128,125.73561452204316,568.839763143368,130.87256177873982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img132.png,582.7831852544444,180.03542220545566,582.5364149807999,170.6581518069641,576.8606986869761,117.35577269974883,596.6023205785373,192.37393588768143,568.4705093830626,192.1271656140369,608.447293713474,160.78734086118348,560.8206309000826,172.63231399612022,605.2392801560953,136.11031349673198,564.2754147311058,138.33124595953262,602.2780368723611,121.55086735170558,560.5738606264381,117.35577269974883,604.0054287878728,148.94236772624674,545.0273333868337,146.96820553709063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img138.png,576.9326243537514,192.37019150186703,579.1903978909595,176.56577674141008,585.117053426131,126.33031553852898,587.092605271188,209.30349303092808,559.7171011325394,203.65905918790773,597.8170295729267,196.03907349983027,565.9259783598617,187.29020104314873,611.3636707961755,175.436889972806,554.9193323659721,172.89689474344684,598.6636946493797,128.0236456914351,567.3370868206168,138.46584830102273,619.548099868555,159.91469690450003,542.7837996034783,149.4724942949124,996.5061544126902,230.0535368178661,994.9176176647446,243.73939187708885,990.3963976898228,295.67232402146095,979.3988355886618,210.86890070806277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img140.png,977.5556670583272,230.48710642980114,967.8140169159235,246.4912459494646,936.153653953111,296.9390770440558,970.2494294515244,203.34965246167621,578.5569493736766,317.13856504640944,582.7902747559419,298.7941550565933,593.2324773655296,267.7497689199814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img168.png,531.1376492369503,137.79241499397887,542.4890818245981,121.99911748072991,571.6079741146508,85.72388725498618,531.8779600578839,162.22267208478587,506.4606218724988,138.28595554126792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img169.png,531.0835778696173,136.97998893438506,540.7076185417534,121.18669142113609,569.8265108318062,83.67760982716979,533.5512806060625,159.92962438332495,,,,,,,,,,,,,,,,,,,499.08047313480466,480.73772248550904,496.4552929562235,497.9889065161856,492.7050355582503,547.4923041694313,476.5789287469657,464.98664141402173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img172.png,582.5052991571079,325.084639336805,587.26396537239,338.8318972920644,592.5513722782589,391.1772256601673,,,,,,,,,,,,,,,,,,,,,536.3565690419478,132.3641353849596,543.9326673783032,118.31169492236481,566.3504133265732,83.47623477339623,549.5477805240126,139.64346705970334,520.3237728301175,143.25880821771096,567.3404506294585,128.76146986808328,522.7713983553822,126.16160848542884,572.1687646258167,112.23377964978002,,,,,,,580.8151923516169,84.26296118473493,550.7551892751097,71.79905747008563,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img176.png,767.2608211538528,206.33774888025732,758.6352291385145,224.71401013032585,740.258967888446,273.0923305641797,762.3854865364876,186.46138467099954,786.387133883516,194.71195094654053,,,,,,,,,,,,,,,,,538.4951198774897,135.8329097983618,544.1205059744494,117.4566485482933,568.8722048010724,80.32910030835897,555.7463039081663,150.83393939025447,521.9939873264077,145.58357903309204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img178.png,540.7452743162736,141.83332163511886,545.2455831938414,121.95695742586112,563.9968701837072,81.45417752775093,547.8707633724226,155.7092740076196,523.8691160253943,147.45870773207864,553.8711752091797,149.3338364310652,529.1194763825567,140.3332186759296,573.7475394184374,129.45747222180742,529.8695278621515,124.207111864645,582.7481571735731,93.45500120126505,536.6199911785031,92.32992398187311,575.9976938572213,83.3293062267375,541.8703515356656,78.45397160937239,849.0128616279462,143.11585890719482,847.1377329289596,160.74206867766873,845.262604229973,209.1203891115225,859.1385566024737,131.11503523368071,844.137527010581,129.61493227449142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img187.png,540.7389026719868,169.45047433826986,540.4346902371421,154.84827746573,546.2147264991893,108.30377493450914,555.9495244142158,182.83582147143142,524.0072187555348,181.31475929720852,566.9011720686208,152.41457798697334,521.5735192767783,159.4114639883987,567.2053845034653,137.5081686795889,526.4409182342915,141.76714276741302,561.7295606762628,120.77648476313695,529.1788301478928,115.90908580562366,576.6359699836473,141.76714276741302,507.88395970877207,136.59553137505515,1047.8160978364476,263.6989196962042,1042.9486988789345,287.12327717923694,1037.7770874865766,345.22785223455185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img195.png,486.93161040469045,139.80901341641095,506.1796917489626,136.35422958538777,555.7805167515102,115.13198605195943,475.08663726975374,157.57647311881607,475.08663726975374,128.45758082876324,1028.4376304786954,306.47268524246425,1036.9867342229275,332.1199964751601,1054.0849417113914,379.9949774428591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img198.png,449.4089330656373,320.4155272851203,444.65026685035525,346.8525618144652,435.13293441979107,426.69240609308684,,,,,,,,,,,,,,,,,,,,,477.54680416355,147.6340788981878,494.26019876632864,148.00548766713842,548.1144702641708,141.87724297945294,467.5187674018829,166.01881296124424,469.74722001558666,133.70625006253897,477.54680416355,171.03283134207783,,,,,,,,,,,,,,,839.0916876668755,61.806025663412775,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img199.png,435.2203210833263,286.0471578357841,430.8895269079359,312.89808172320477,417.0309855466865,390.8523768802328,,,,,,,,,,,,,,,,,,,,,453.178618143725,166.83884709670733,471.5548793937935,173.58931041305902,513.557762251093,187.09023704576242,438.92764003142696,183.71500538758656,453.9286696233196,151.83781750481467,450.9284637049411,191.2155201835329,465.1794418172391,158.21325508136903,462.55426163865786,206.9666012550202,474.555085312172,143.5872512292737,489.55611490406466,215.21716753056117,510.93258207251176,158.96330656096367,,,,,845.5440567663999,62.035128123383316,840.1393457050079,75.24664405123028,828.1288766796926,118.48433254236578,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img202.png,733.6359547258537,70.39557483818687,723.5102597513261,94.39722218521514,729.5106715880831,155.52641777217775,,,,,,,,,,,,,,,,,,,,,866.770092353901,57.64469968507812,862.2697834763333,66.27029170041642,842.7684450068728,103.02281420055344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img221.png,975.1713047359556,187.17788522840172,956.6143462104362,183.83154844511134,914.3288177670395,161.92825313630152,983.1934385751292,178.53948661853684,985.4143710379299,194.57955440543032,973.0758573557041,169.16221622004525,965.6727491463686,194.82632467907484,966.1662896936576,147.1996618656834,947.9052894439635,211.85347356054638,939.0215595927609,143.99164830830472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img225.png,961.464227765405,152.45388810996923,948.1493110045092,161.54700199545903,902.0342334423822,183.4679015408363,962.4384899674217,137.0280699113704,978.02668519969,152.9410192109776,948.9611961728565,137.35282397870932,960.6523425970577,170.9648699482878,938.244311950672,137.67757804604824,950.90972057689,205.87593218722193,913.0758717319055,149.20634743658,921.5194774827175,193.21052356100398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img227.png,960.131655839714,147.42157268081817,949.9179146935714,158.56383574933724,911.10569833823,182.51970134665325,958.2746119949608,132.56522192279277,974.2451890598381,141.2933279931327,949.3608015401455,137.0221271502004,971.0882145237576,153.9212261374543,936.175790242398,137.39353591915102,968.8597619100539,176.0200478900171,,,920.5766219464713,193.66196441517232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img236.png,922.9104684526116,69.7843938216715,924.3116898388984,84.39713113580527,926.1132601926956,138.2440672659694,,,,,,,,,,,,,,,,,,,,,1177.1569047078951,144.75459080405892,1165.9061325139755,164.63095501331668,1141.9044851669473,226.1351763400766,1164.0188235389687,118.5152341069227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img253.png,801.8401763864092,145.1550960476206,813.9374946976865,155.90826787986705,864.2818900941131,174.11534291401162,790.3538337474187,136.23485123223435,790.109443478504,152.60899924951872,812.9344765197542,130.55046037407618,822.3206835713929,123.45357211552002,,,841.3220295539788,127.80327782237701,856.8893973469408,133.7555066843919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img266.png,719.5901086018002,68.50747742196874,725.2400596446842,80.99684288518587,752.4053571198549,122.44158315497883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img285.png,577.8082934490848,193.7296927922077,590.5848032926637,185.03639743472104,632.4706809241903,150.7900823900766,571.0907470364815,214.672631607971,555.8116218627171,192.41252682895214,588.8724875404315,208.745384773321,572.2761964034115,166.33264075649214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img289.png,529.3571277146439,209.33702072158204,545.6112911455305,207.0477019284994,593.915917679574,194.45644856654494,510.5847136113663,225.5911841524687,508.9821904562084,193.08285729069536,538.9722666455909,223.9886609973109,524.5495582491703,197.43256299755234,546.5270186627636,241.61641570404714,550.1899287316958,173.3947156701847,592.3133945244163,220.32575092837868,578.3485498866122,170.64753311848554,582.2403918348526,220.7836146869952,570.1070022315147,167.2135549288616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img291.png,528.5436387774714,235.23129060126473,544.8956943736492,228.6208851474907,586.2977074788655,198.00427041422154,517.7582404055242,255.41042303910123,504.88534557449066,226.8813047649186,534.4582120782165,251.931262273957,519.1499047115819,222.0104796937167,553.2456802099954,239.75419959595223,533.0665477721589,197.65635433770714,593.256029009154,220.618815387659,564.3789946584569,179.56471835895718,588.0372878614376,240.7979478254955,550.8102676743944,181.65221481804372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img294.png,538.7958378060031,270.4039622907078,547.0939833745131,257.7591690434545,576.3350677587864,210.34119436625454,541.8253195214909,292.53235047340115,518.1163321828908,276.59464231800894,553.2846634018142,283.83905511591445,528.6536598889353,254.46625413531564,569.2223715572063,267.37448057522005,525.0973117881452,240.37257832848118,590.4310346446271,220.67638759972576,552.9284606648955,205.67535800783313,595.5856755327577,249.0503387542929,530.1286193447887,214.62032754838867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img296.png,551.8477058852739,291.72643597063825,555.5492599899416,271.491273531788,570.108706134968,226.08554318119718,564.6797601147887,309.74066594668784,533.8334759092243,305.7923415683756,572.8231791450577,299.86985500090725,537.535030013892,277.90730064654537,574.0570305132802,269.5171113426319,533.3399353619352,271.2445032581435,589.6035577528846,239.16436768435648,548.6396923278952,218.92920524550627,602.4356119823995,259.64630039685125,526.4303676998888,243.8530028836023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img298.png,576.0844619748627,308.5355932391665,571.425336432527,293.00517476471396,561.0717241162254,241.49595349111326,598.6781057069086,316.54842598696996,572.3741508287128,329.10258626974525,588.0136394555032,300.8564807537623,561.9779252913622,311.3547525941417,600.6115656639583,290.1482434765754,544.3408285995249,299.38672269610925,588.4335703291183,239.75653864275444,542.8710705418719,263.48263300201177,601.0314965375735,252.77439572482484,532.7927295751076,277.9702481417353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img300.png,607.8828861971177,323.67932821823564,595.7494965937798,309.02768794250676,563.9279653699313,267.3620859084029,629.8603466107111,319.78748626999516,612.2325919039747,346.5725161490619,612.0036600246665,309.25661982181504,593.6891096800055,337.6441728560397,599.6413385420203,290.48420571853745,560.265055300999,317.95603123552905,589.797267731765,259.8073338912302,559.5782596630743,292.77352451162005,607.196090559193,261.8677208050046,547.9027338183528,316.12457620106295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img301.png,611.6711822628217,326.3353116669754,595.6311144759281,310.2952438800819,564.2912897230748,270.565229823315,634.8675879854061,323.6208386568857,612.1647228101107,347.5575552004037,628.4515608706487,312.51617634288255,593.6569522867721,337.4399739809786,605.2551551480643,294.0084058195439,573.1750195742773,323.37406838324125,590.2021684557488,263.16212161397954,560.8365058920516,300.4244329343013,612.4114930837552,266.6169054450027,547.5109111152477,318.4386629103509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img308.png,664.600152640533,292.91340791523294,644.8585307489718,300.31651612456847,598.7124895774474,310.9276378912826,668.3017067452007,270.9508535608711,687.0562475421839,296.1214214726117,651.2745578637291,285.5102997058975,672.2500311235129,304.5116107765252,642.8843685598156,279.34104286478464,645.5988415699053,339.7997599076908,614.7525573643409,278.10719149656205,600.1931112193145,322.2790704789303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img309.png,667.3225063605094,287.65169170906404,647.5486980956116,297.08227718924604,606.7842318264377,316.24766058445465,672.1150485067892,264.93035322657283,690.8695893037723,290.3476914119579,656.0749807198956,283.4381237499115,685.934183830882,303.6732861887617,658.7894537299853,272.5802317095528,651.879886067939,335.0131109416151,615.8514261158398,278.00917772973213,637.8139804702016,330.3244757423694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img312.png,728.3078030929768,259.721789952519,714.478940177577,271.85732271501274,675.5323466607365,309.39280777109803,733.6700152438461,236.57961119613555,752.2966469258133,259.15734656821695,718.7122655598422,246.17514872927015,747.498878159246,270.7284359464087,683.152332348814,262.54400687402915,704.8834026444423,305.44170408098375,665.6545874354509,267.90621902489846,695.0056434191567,312.77946807691023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img316.png,754.2909801061792,205.01280145695847,745.4833028209479,218.62466635231596,719.2604454490092,264.06427416475924,747.6852221422557,184.19465514641175,771.7061601928865,197.00582210674818,734.8740551819193,202.61070765189538,765.5007511964736,218.02414290105017,715.4571302576594,220.02588773860273,772.9072070954181,237.8414167928206,706.6494529724281,235.43932298775752,738.6773703732691,279.47770941391406,708.8513722937358,231.03548434514187,757.2935973625081,258.05903965210155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img317.png,749.1645960949694,185.9244603570467,746.4174135432702,202.8654194258582,729.705386353767,249.79645468405215,736.5733427330149,166.46525061584435,767.0212826810139,171.5017519606261,734.5129558192406,192.33455297767807,769.0816695947883,190.50309794321197,716.656269233196,187.75591539151281,774.3471028188783,236.2894738048646,706.3543346643241,235.60267816693982,761.2979856983073,239.03665635656375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img324.png,814.814943555961,149.24689431699468,797.8235026299644,161.1013879862947,760.4159892735066,189.02530640731243,814.4424350601624,135.94157810438864,838.4633731107933,145.75012780839623,802.6321405186023,138.74402087696222,819.2466226702886,165.3672272164114,776.4092831466637,139.344544328228,824.2509847641701,175.37595140417426,749.5859023234592,165.76757618392193,770.4040486340059,199.3968894548051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img325.png,822.4498902718963,150.48623380782928,807.4921405878923,160.3639930331149,761.7722264594275,184.6350585581024,826.6832156541616,131.85960212586215,847.5676208733369,151.33289888428234,810.5965792015536,142.5840264276008,838.8187484166552,166.29064856828626,775.8833110669784,138.91514442963756,825.2721071934064,174.75729933281679,769.109990455354,152.17956396073538,770.521098916109,200.15725162640834,762.6188915358806,139.1973661217886,803.8232585899291,205.8016854694287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img330.png,828.0765123026716,145.5653773805369,822.1540257352033,161.60544516743036,796.4899172761737,206.2708646970876,819.9330932724026,128.78499877270986,844.1165800895651,135.44779616111177,810.5558228739111,136.92841780297886,844.8568909104987,146.05891792782592,815.737998620446,143.59121519138077,852.7535396671232,167.0343911876097,786.3723360567486,164.07314790387554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img332.png,835.952572159307,135.53750595068476,827.2036997026255,152.4708074797458,800.3926389482788,190.85295761228414,830.5903600084376,121.14419965098287,850.0636567668579,132.15084564487253,813.9392801715277,128.76418533906033,852.8858736883681,159.24412809137021,807.4481812520543,132.9975107213256,,,788.257106185785,162.6307883971824,809.4237330971114,197.62627822390857,781.7660072663117,167.7107788559007,848.0881049218008,201.29516022187178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img334.png,841.155336805831,122.12220138430794,833.99899887014,139.1493502657795,807.5945795901769,171.22948583956645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757487536,img336.png,843.0097059895672,96.14638115156848,839.5997882825086,114.49498595621759,822.5501997472152,153.95260513789665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
